# docs/process/defers.tsv —— ★延後裁定追蹤表（systems 立 2026-09-05，blueprint 裁「散文裁定不受追蹤＝會被遺忘」）
# ★★★met_check 的【極性】：本表幾乎每一行都是「病消失了」（`! grep -q "<病的文字>"`），
# ★met_check 內【最好不要有字面 tab】—— ★★★訂正（2026-09-18 當天）：我原本在這裡寫「一顆 tab 就把那一列切碎、那條 met_check 從寫下那天起就不能跑」——**那是錯的**。★閘自己的讀法是 `while IFS=$'	' read -r a b c met_check`，**最後一個變數會吃掉剩下的全部（含內部 tab）** ⇒ 它一直都跑得起來（實測舊列 rc=1＝病還在）。★★真正會被切碎的是**我臨時用的 `awk -F'	' '{print $4}'`** ⇒ **壞的是我的讀法，不是那一列**。★★★所以這行規矩降級成建議：**欄位裡避免字面 tab，因為【讀它的人不只一種】**。
#   ★而若你的條件是「某個東西【出現】」，**不要帶那個 `!`** ——
#   ★★血證 2026-09-16：systems 照抄了形狀、沒照抄語意 ⇒ **新增那一行當場把 main 的 defer 閘弄紅**
#   ★★★判準：**寫完一行立刻跑一次 `defer-gate.sh`** —— **它一秒鐘，而極性寫反不會有任何別的訊號。**
#
# ★★★【結案書必寫【成立謂詞】】（WHAT 立 2026-09-22）：任何【以事實為理由】的結案，結案書要寫出那個事實的謂詞；謂詞被【世代邊界內的 merge】直接推翻 ⇒ 結案【自動重開】，依原門檻重判。
#   ★防「世界變了所以重開」變萬用鑰匙：只認【寫進結案書的具名謂詞】，沒寫進去的變化【不觸發】，「我覺得世界變了」【不算】。
#   ★★血證（本表 one-pass 那列，2026-09-22）：結案理由是「`estimate_catch_up` 抽全域亂數」，而世代 6 把它推翻 ⇒ 分類翻面 ⇒ 門檻本文一字未動而結果相反。★★★「永久」從來沒有【跨世代】的意思。
#
# ★★★本案實證：2026-08-20 裁「零 LOD（拆 near/far）排最後」，理由是「花預算 + 依賴時間包層級制」。
#   兩個理由後來【都消滅了】（層級制落地、而它開始燒錢），★而【沒有人回頭】——
#   因為那個裁定寫在 `progress.md` 的【散文】裡，不在任何會被檢查的地方。
#
# ★★★★【2026-09-07 血證：met_check 自己也會得那個病】
#   ★我寫 `ten-consequence-farm-income` 的 met_check 時,grep 的是 `order_system.gd` 裡的 `coin.flow.by`
#   ★★而實測:`coin.flow` 在 `scripts/simulation/resource_bank.gd`(4 處),order_system.gd【0 處】
#   ⇒ ★★★那條 met_check【永遠不會觸發】—— 而它不觸發的樣子,跟「條件還沒到」一模一樣
#   ⇒ 規矩:met_check 若 grep 一個符號,★【先去查那個符號現在住在哪個檔】,不要憑印象寫路徑
#      (我是在稽核『每一條 met_check 會不會永遠不觸發』時,在自己一小時前寫的那條上抓到的)
#
# ★★★★★【2026-09-09 同一個病的【上一層】：不是路徑錯，是【詞彙】是憑空想的】
#   `ore-depletion-counter` 的 met_check grep `depletion|remaining_yield`，
#   ★而 code 裡真正的字是 `harvest_deplete`（`resource_system.gd:458`）——
#   ★★`depletion` 不是 `harvest_deplete` 的子字串 ⇒ 那條 met_check 永遠不會觸發。
#   ⇒ 規矩升級：★★★**met_check 的詞彙要從【目標檔案現有的詞彙】取**
#     （先 `grep` 那個檔看它怎麼命名，再寫 pattern），**不要用自己想的詞**。
# ★★★★★★【2026-09-10 第三種寫法錯：我寫的是「修好了沒」，不是「該修了沒」】
#   `farm-pot-single-source` 的 met_check 我原本寫成
#     `required_terrain 存在 && _farm_pot 【不再】有舊形狀`  ⇒ ★那是【完成條件】
#   ⇒ ★★而 defer 的 met_check 要的是【到期條件】：`required_terrain 存在 && _farm_pot 【仍是】舊形狀`
#   ⇒ ★★★寫成完成條件的 defer【永遠不會叫】—— 它只會在有人剛好修好的那天默默變綠，
#     而那正是這張表要防的事（沒有人回頭）。
#   ★判準一句：**met_check 要在「該做而還沒做」時回 0，不是在「做完了」時回 0。**
#
#   ⇒ ★★而本閘【抓不到這一類】，我明說：pattern 沒命中的樣子，
#     跟「條件正確地還沒到」一模一樣，而「還沒實作的東西本來就 grep 不到」是合法情形
#     ⇒ 無法用「詞彙不存在」當紅燈。★★★所以這一類的防線是【人在碰到那個 arc 時複驗】，
#     不是閘 —— 而把這句話寫在這裡，就是那條防線本身。
# ★欄位（TAB 分隔，四欄）：
#   token        唯一代號（kebab-case）
#   summary      裁定摘要（一行）
#   defer_until  ★【解除條件】—— 必須寫成【人看得懂的條件】，不是日期、不是「有空再說」
#   met_check    ★★★【可執行的檢查】—— shell，exit 0 ＝【條件已達成】⇒ 閘會紅
#                ★★沒有 met_check 的行【直接 FAIL】（照 merge-gates.tsv 的 expect 欄前例：
#                  ★★★不能有「沒有判準也算過」的路徑）
#
# ★★★★【2026-09-06 blueprint 立】「XX 需要時」類觸發，一律改寫成【該資源的可量門檻】
#   ★「需要時」＝【某個數字越線】⇒ 把那個數字寫出來
#     （例：「perf 需要時」⇒ `最近的量測檔出現 wall_s > 28800`（＝8 小時）——
#      ★★量測檔本來就帶 `wall_s`，是機械可讀的）
#   ★★★而【寫不出數字的「需要」＝還沒想清楚需要什麼】
#   ★真不可量化的極少數 ⇒ 退而求其次＝【定期複審日期】（也是 met_check：`[ "$(date +%F)" \> "YYYY-MM-DD" ]`）
#   ⇒ ★★總之【表上不留裸 memory 行】
#
# ★★★★【2026-09-06 修 met_check 的參照點】:凡是比 branch 有沒有進主線的,一律比 `origin/main`
#   —— ★不要比【本地 main】:主 dir 可能落後(它是多角色共用的讀取面,不保證同步)
#   ⇒ ★★而那會讓鬧鐘【在它最該響的時候不響】(東西已經上去了,而本地還沒看到)
#   ⇒ ★★★血證 2026-09-06:⑧ 已在 origin/main,而 defer 閘印 PASS —— 因為本地 main 落後兩顆
#
# ★★★★【2026-09-06 第二個血證:判準要對應【你真正在等的事】】
#   ★我把三張經濟票的 met_check 寫成「`ls docs/measurements/*batch1-compare*` 有東西」
#   ⇒ ★★而【一個 interim 檔就滿足它】—— 對比輪十格才做完【一格】,鬧鐘就全響了
#   ⇒ ★★★我寫「檔案存在」時,心裡想的是【那一輪跑完了】——【兩者不是同一件事】
#   ⇒ 修法:改成【完成標記】`docs/process/verdicts/batch1-compare-COMPLETE.measure.json`
#      (★由 measurer 在【十格全部交完】時才寫)
#   ⇒ ★而通則:met_check 要問「這個條件為真的時候,我【真的】可以動工了嗎?」
#
# ★★★★【2026-09-06 blueprint 立】「歸某 arc」與「排某事件後」的分界：
#   ★「歸某 arc／歸某 backlog」 ⇒ 【合法的家】—— roadmap 由【用戶】駕駛，不需要 token
#   ★★「排某事件之後／排最後／等 X 再做」 ⇒ 【要 token】
#     —— ★★★因為它綁的是【一個會過去的事件】，而事件過去之後【沒有人會回頭】
#        （血證：「零 LOD 排最後」＋本日一次判掉的存量裡，★兩筆的觸發事件【早就到期了】：
#          `exam-budget-recalc`（時間重錨已落地）／`envoy-ptype-tap`（終卷已到））
#
# ★解除後：把該行【刪掉】並在 commit message 寫明 —— ★★不要改成「已完成」留在表上
#   （留著會讓這張表長大，然後沒人看 —— 那正是它要防的病）
#
# ★【2026-09-06 CLOSE 三筆】money-genesis-start／market-thickness-v0／declamp-price
#   解除條件（批後同 seed 對比輪的量測檔）★已達成 ⇒ 三張票都已派工到 implementer：
#   ⑩ declamp 核心已落地 `feat/declamp-price` @02801041（驗收進行中）；⑨／B-v0 在手上。
#   ★★所以是【延後結束了】,不是【條件放鬆了】—— 兩者在表上必須分得出來,
#     ★★★否則「做完了所以移除」跟「等不下去所以移除」會長成同一個動作。
#   ★批 2 規矩（我立）:這三張【不得一起 merge】—— 動的是不同子系統,
#     合著進會讓下一條 baseline 讀不出是誰造成的。
token	summary	defer_until	met_check
# [已解除 2026-09-22] one-pass-merge-worth-revisiting-after-deterministic-noise —— 條件「觀測雜訊決定性化落地」已達成（世代 6 邊界 `3fb2c3201`）。★結果：那一票的【成立謂詞】（`estimate_catch_up` 讀取路徑抽全域亂數）被推翻 ⇒ WHAT 裁【自動重開】（門檻一字未動）。★★拆成兩塊：②`estimate_catch_up` 只算一次（**先**，已派量，不在本表）／①一圈形態（**後**，留在本表：它的 L 取決於②有沒有做）。
# [已解除 2026-09-22] one-cycle-shape-… —— ①（一圈形態、窄形狀）**裁定：不做**（U₁＝9.44%／9.24% ＜ 預註冊 10.0%）。結案書 `docs/superpowers/specs/2026-09-22-one-cycle-shape-HOW.md`（帶兩種成立謂詞）。★邊界案例（0.56 個百分點）⇒ 已壓力測：要翻過門檻需 T_calc＋T_catch 被高估 3.27 秒＝【整套樁成本 0.545 秒】的 **6.0 倍** ⇒ 樁的偏差翻不動。
# [已解除 2026-09-22] share-estimate-catch-up-across-all-seven-call-sites —— **已量並裁【開票】**：U₇ ＝ 19.13%／19.09% ≥ 預註冊 10.0%。★而 U₇ 是【下界】（`trade_target` 零呼叫 ＋ 重算集中在最貴的三處）⇒ 「高於門檻」站在安全側（★★方向與 U₁／U₂ 相反，那兩個是上界）。★★★票身：`docs/superpowers/specs/2026-09-22-share-catch-up-seven-sites-HOW.md`（待 R² → dispatch；**驗收 A2 驗的是【淨值】≥ 10.0%，不是毛值** ⇒ 淨值不足就回退結案）。
catch-up-calls-outside-gather-are-still-recomputed-every-time	★**`estimate_catch_up` 在 `gather` 【之外】的呼叫仍然逐次重算**（implementer 量到，systems 登 2026-09-22）：1 天窗總呼叫 18048，gather 內 11914 ⇒ **gather 外 6134 次**（★不是零頭）。per-gather memo 只服務 gather 內。★★★**登這一列的理由是它【看起來已經解決了】**：卷面上 hit 率 0.69 漂亮、淨省 14~16%，而那 6134 次**從頭到尾沒被那張票碰過** ⇒ 不登，下一個人會以為整塊地都收乾淨了（★implementer 自己要求登的）。★★而它**不是拿現成 memo 放寬就行**：要先回答【gather 外的呼叫共用安不安全】—— gather 外沒有「一次掃描內世界不變」這個前提，而這次的洞正好就是它（見票身 §9）。	★有人要動 `estimate_catch_up` 的成本時——★★而開票前必先量【gather 外那 6134 次的 T 與重算率】（本票的樁只涵蓋 gather 內），★★★並照同一個門檻 U ≥ 10.0% 判。	grep -q 'catchmemo_begin_call' scripts/simulation/path_system.gd
perf-bed-invocation-never-verified-end-to-end	★**效能票的新尺寫進協議了，而沒有人真的看過它印出來**（systems 自報 2026-09-22）：WHAT 裁 p99＋median、工具是 `scripts/debug/dieoff_perf_bed.gd`，而我跑了三次都沒拿到 `[perf]` 那一行：①預設 12 月 ⇒ 我的 timeout（rc=124）②`DIEOFF_MONTHS=1` ⇒ **wrapper 預設 360s 逃時**（rc=98）③`GODOT_TIMEOUT=1500` 那一輪 ⇒ **被 harness 因系統記憶體不足停掉**（非失敗，而我不自行重啟）。★★所以協議那一節我**寫成【未驗】而不是寫成用法** —— 寫成用法，下一個人會以為它跑得起來。★★★而這正是我今天在別人身上抓的那個形狀：**驗收假設了一個不存在的開關**。｜★★★**met_check 訂正（寫完當場自己抓到）**：第一版錨在 `[perf] ticks=` ⇒ **它命中的是我自己在協議文件裡引用的【格式字串】** ⇒ 寫下去當場就綠（假退役）。★改錨在【未驗標記】上：協議文件裡那句「還沒驗到」**消失**才算解除——★★而它只會在【真的有人驗到並回填】時消失，不會被引用格式或註解意外滿足。	★下一張效能票開工前（或有人順手）：用足夠的 `GODOT_TIMEOUT` 跑一次 `dieoff_perf_bed`，**看到 `[perf]` 那一行** ⇒ 把實測用法（月數、逃時、真實耗時）回填進協議 §效能票模板。★★注意：這台機器與用戶自己的遊戲共用 ⇒ **長跑前先看記憶體**。	! grep -q '還沒驗到' docs/process/reference-measurement-protocol.md
# [已結案 2026-09-22] narrow-cache-on-the-non-volatile-fields —— ★**WHAT 訂正了我的措辭**：我寫「(甲) 0.85~0.90 ⇒ 更窄的快取可能有形狀」，而那句話暗示了一張**快取執照**。★★他的反駁（我收）：**沿用舊第一名 ＝ 10~15% 的決策是錯的** ⇒ util 不再是真值 ⇒ **改變世界** ⇒ 撞憲法級的「util 必＝真值」。★★★且 gap=0 桶 0.7504／0.7132 也 ＜ 95% ⇒ **帶 TTL 的更窄票也不開** ⇒ 整條軸結案。★若將來有人重提：門票是**先證【哪些欄位真的不影響排序】**，而不是拿「看起來不影響」當證據。
convoy-porter-reassigned-while-carrying-goods	★**帶貨的 porter 被改派 ⇒ 母團【拿不到自己的貨】**（systems 分類 2026-09-22，從 `ghost_alive` 拆出）：`ghost_alive` ＝ 脱離 convoy 身分而那支隊還活著，身上還扭著貨。★**不是守恆漏洞**：貨沒消失、帳是平的；★★**是【分配／接入】**——而成因與 WHAT 已裁的離群兩筆同一個：「返程被更高 util 的任務搶走」＝**秤的合法結果**。★★★**登它的理由是它會被吸收掉**：帳平、闘綠，而那 **30 隊-日**的糧【看不見】。數字（單一 warring config，兩次快照）：ghost 8→4而 merged_home 43→58（**不是永久黑洞**），而殘留糧 98→242（**更少的 porter 扭著更多的貨**）；coin 殘留 292 ＝世界初始的 0.69%。	★★**母體問題已由 WHAT 答完（2026-09-22）**：量測員卷面寫 `peaceful_economy` 1mo＋3mo 的 `porters_tracked` **恆 0** ⇒ ★**那個 config 結構上就沒有 convoy 情境**，不是「沒跑到記帳點」⇒ ★★**母體只有 warring 是【世界形狀】，不是【儀器漏】**。★★★門票（WHAT 裁：不現在做）：「**更少 porter 扭更多貨**」要分辨成因 ⇒ 床要多印一欄（每支 ghost 的 team_id ＋ 它扭的量）—— **那是新量測，不是重讀舊卷面**。	grep -q 'ghost_alive' docs/process/verdicts/*.measure.json && grep -rq 'porter_reassigned_carrying' scripts/simulation/
equip-mobilize-is-always-big-not-a-freeze-cause	★**`misc.equip_mobilize` 一直都大（佔該幀 ~17~20%），而它在凍結幀裡【沒有變得更貴】**（systems 算於 2026-09-22，資料來自既有 raw）：凍結 19.9%／17.4% vs 非凍結昂貴幀 16.4%／17.0%（seed42 幾乎一樣）。★★而用**排名**看是 52.9% vs 33.3% ⇒ **尺寸效應**（越大的幀，最大的相位越容易獨佔第一）。★★★所以修它是**【整體變快】不是【治凍結】** —— **兩件事的驗收方式不同**（前者看 median／p99，後者看 >2s 幀數）。WHAT 裁：開票，但**名目寫清楚、排在母體那張之後**。	★「幀時間 vs 決策隊數」那張量測票裁定之後；★★單位**佔整場 %**（不再用「佔 gather」），驗收用 **p99／median**（不是 >2s 幀數）。	test -f docs/superpowers/specs/2026-09-22-equip-mobilize-overall-speedup-HOW.md && grep -q '^裁定：' docs/superpowers/specs/2026-09-22-equip-mobilize-overall-speedup-HOW.md
t0-wake-nonthinking-consumers	★非思考路徑的 **10 個**（★systems 2026-09-22 訂正：我原本寫「四個」，而裸掃是 11 個消費點減 solo） `pending_rethink` 消費者（INDEP_INFRA `faction_ai_system.gd:1352`｜LADDER `:1436`｜GOAL `reaction_system.gd:62`｜★**faction 層查詢 `world_events.gd:106-128`** —— ★★R² 的四個漏了這一條，systems 補）在非威脅情報上繼續瞬醒。★★WHAT 2026-09-22 裁：本票不動它們（「共用同一根水管」不是改它們的理由）。★★★觸發：本票量 f 那一步順手印每消費者的 woke 份額，若這四條合計 ≥ 20% 的尖峰 ⇒ 開新票各自裁。★★漏掉的機制：`s4b_wake_coverage.gd` 的 `SUPPORTS` 是手抄的 9 條，**剛好等於有 tap 的那 9 個** ⇒ ★★★**清單保證會正好漏掉【還沒裝儀器】的那一個，而那通常是最大的**（SOLO 占 pass 時間 34.7% 而完全沒有 tap_wake）。（★met_check 訂正 2026-09-22：舊版用 `grep` 掃 `.gz` ⇒ **永遠不命中 ⇒ `!` 反轉成【已解除】** ＝ 恆真；現改 `zgrep` 且正向）	systems	zgrep -qs "t0.woke.by_consumer" docs/measurements/*.log.gz
t0-wake-overlap-unmeasurable	★【喚醒重疊】目前量不到：`pending_rethink[id] = true` 存布林不存計數（`world_events.gd:71`）⇒ 「一隊本 tick 被幾個事件點到」在資料結構層就丟了。★★**本輪刻意不動它**：只為了解釋一個百分比而改一條正在被改的通道 ＝ 得不償失；而 B3 會直接量到真正要的那個數。★★★何時重開：**若日後有人需要【喚醒來源分布】來做決定**（而不是只為了對帳）⇒ 那時才把布林換成計數。	systems	! grep -q "pending_rethink\[id\] = true" scripts/simulation/world_events.gd
b7-band-has-no-discriminating-power	★B7（「工作沒消失」檢查）的帶寬是用 **n＝2 的全距 × 2** 定的 ⇒ 允許 126.2M us，而觀測到的最大變化只有 48.5M us ⇒ ★★**它會放行「真的消失一大塊」** ＝ **沒有鑑別力**（已降為觀察欄）。★★★重開條件：**若日後需要【工作量守恆】真的成為一個門檻** ⇒ **先跑四顆以上種子取得真正的變異**，再定帶寬；★本輪不追的理由是**機器吃緊**，不是「不重要」。	systems	false
dead-scene-tree-cleanup	Main.tscn／RightSidebar.tscn 等七個場景 ＋ main.gd（205）／right_sidebar.gd（132）零引用四個月（最後動 2026-05-31／06-04）——★不搭 UI 五分頁票：刪除不可逆，且與該票的失敗模式無關（混在一起時紅燈分不開）；★★known_issues 檔頭 2026-07-04 已記「Main.tscn 本體仍 dormant」，本列只是給它一個【會叫醒人的】掛鉤	有人重新引用 scenes/Main.tscn（＝要復活圖形 UI），或專門的倉儲清理輪	git grep -q "scenes/Main\.tscn" -- scripts scenes project.godot
